IDENTIFIER,probID,GSM152804,GSM152805,GSM152806,GSM152807,GSM152808,GSM152809,GSM152810,GSM152811,GSM152812,GSM152813,GSM152814,GSM152815,GSM152816,GSM152817,GSM152818,GSM152819,GSM152820,GSM152821
SIX1,40004_at,8.531197901,5.671818244,8.059098246,7.555791771,8.741923009,7.864019282,5.03532488,4.642106654,8.318025611,7.674844704,7.75060078,7.633499384,8.125622833,8.377664759,8.118095786,7.980365995,6.56034014,8.386961431
ALKBH1,40005_at,6.773514093,6.670699933,6.272420356,6.625334238,6.313537172,6.689888979,6.518105859,4.44539258,7.270791958,6.770613207,6.607484393,7.07071885,6.762148617,6.494278816,6.309528853,6.486622614,5.858480805,6.328117401
ST3GAL2,40006_at,7.705137381,7.669684147,5.977738581,6.990697214,7.966375591,7.773694312,7.871485453,8.474765905,6.844171869,7.87841994,6.870866403,7.156010733,7.111202359,8.040800515,6.866978167,7.060892522,7.609391902,7.210526603
IKZF1,40007_at,5.527698047,6.388800349,5.573585533,6.662857544,6.245469016,6.628852141,7.820896136,6.717142242,6.365930806,5.394243421,5.99974057,4.972745143,5.848644474,6.037858888,6.580279867,6.214069344,6.663147403,5.241837157
CCL11,40008_at,5.483186294,7.214214706,5.870084435,5.572732098,6.905063112,5.413440174,6.734794158,7.523268957,6.371163226,4.972107593,4.263039755,5.492495516,5.456200019,6.226336055,5.874622349,3.884036475,5.690271059,5.780550761
AFF2,40009_at,3.84987276,3.236618141,5.097152955,5.70460895,6.576165068,6.246375354,6.903842815,5.565930788,5.728775171,5.620297449,5.700324556,4.993042695,5.479074445,4.947828679,5.717491656,6.278993569,4.951659647,5.532661559
AFF2,40010_s_at,2.905298848,3.163250091,4.68942655,3.826623941,5.947142123,5.754760082,6.964518516,6.506250194,3.65842619,5.354336898,5.290183075,4.148466648,4.717380269,6.339443535,5.811129024,4.446442724,2.946988111,6.491504872
AFF2,40011_s_at,5.824587106,4.466157131,5.04474007,6.375987296,4.527987993,6.354250864,8.424803228,6.464450596,5.956720139,6.548175405,6.523137326,6.101011445,6.050607839,5.830630068,6.437938894,6.13746608,7.081027952,5.743053002
LRP8,40012_at,3.686007577,1.884474929,5.632665518,1.566483783,5.672150207,2.254555025,0.976693968,2.029748996,1.868848805,0.897415821,1.494554163,3.99518226,3.113388976,2.029748996,2.274428392,1.982340662,2.196321082,1.153374702
CLIC2,40013_at,5.738237573,5.53547843,5.828018216,2.477110713,6.338861002,2.745631456,4.689899956,6.891711598,3.65842619,5.430404271,4.925157863,2.92270427,5.232209801,6.051023385,6.118418874,3.760007445,5.041847485,4.619097682
SEMA6C,40014_at,6.658546586,4.948324135,6.597243343,4.39308468,7.671445047,3.974276038,6.300288096,5.435646574,5.972002493,3.251125331,5.290183075,5.935474473,5.14314864,7.170446601,7.113632845,4.725715817,2.079858388,6.461193676
MAST4,40015_at,6.671621754,7.008873375,5.875185671,6.396525552,4.497004913,6.672499024,4.716973188,5.528539026,4.780076607,6.74476001,4.307682425,5.481918615,6.200421532,5.938567105,6.036737547,5.466851125,5.027586465,5.793415169
MAST4,40016_g_at,8.997226481,8.340836789,8.721853234,8.593146126,8.422373296,8.245362057,7.998925222,7.49929992,7.820438536,8.549418908,7.856966443,7.976617119,9.501937347,8.713504117,8.42731791,8.556081362,9.036858372,8.567591107
PAMR1,40017_at,7.816446129,6.788253561,6.75946059,6.872279213,6.937565429,6.61049427,4.962483609,8.43483446,6.545402674,7.802132623,6.298683791,6.854022094,8.019877768,7.249071183,6.827248082,5.146717342,7.658680159,7.682197576
NUPL1,40018_at,6.779275065,6.273078511,6.080656612,6.818419823,4.705849147,6.566508656,5.503974811,5.155672961,5.68664307,6.464963899,6.121394726,6.843475215,5.988063922,3.806405333,6.042463412,5.965477488,5.608907093,6.359833805
EVI2B,40019_at,3.80424381,1.664805751,2.214401077,1.814001506,2.491661864,2.104032497,1.494554163,1.214007101,1.394755183,5.725466243,1.972149263,1.112342583,5.6911653,2.763503231,2.079858388,0.899280105,1.712740554,2.246269098
SLC26A6,40020_at,6.900298579,6.312877609,6.832551169,6.273964861,6.260409864,6.979814256,7.622539171,7.132052065,5.806975905,6.010390241,6.444715827,7.225671356,6.52723496,6.782966266,5.258685403,6.309744169,6.930428183,6.713764597
KCND1,40021_at,4.375460874,4.011812176,3.687288908,4.553715192,4.518473206,4.592335395,6.93596776,4.937059211,6.414562753,4.431608467,4.699636191,4.364962758,4.042968343,4.925157863,3.959865382,4.293610858,4.032315933,4.457536696
FKTN,40022_at,5.531737775,5.634766168,6.551647995,5.73606443,3.320267392,5.681192431,2.487233613,5.228936895,4.994524626,5.787728327,5.91306326,6.336997639,5.470608405,2.527158155,5.855570503,4.06527093,5.537241344,5.110413891
BDNF,40023_at,4.648779476,5.429508711,4.554693245,2.708035409,1.243866112,5.022188369,5.684391475,3.325433382,4.634505988,1.241175514,4.446442724,4.164571975,4.658752258,4.293610858,3.187241027,4.32486088,5.391997833,3.81291688
STAC,40024_at,7.379697003,8.731631345,7.674649548,6.443483231,6.99640963,6.445306378,7.241291291,6.815697125,6.852707155,5.669877772,6.679015542,6.207412896,6.607558682,8.048882162,7.490515295,7.403673192,7.406513851,7.693740724
ATP5S,40025_at,5.496453423,4.711321783,5.750696223,5.43233193,6.002501134,5.591487711,6.229085142,5.955507858,5.849584251,4.807875909,5.895214541,5.267209986,5.003293649,4.732566816,4.885861618,4.333382888,2.985055589,6.343282523
ATP5S,40026_g_at,5.668172045,7.050120436,4.705849147,7.074839434,7.793111412,5.294402991,6.92124257,6.207412896,7.351327978,7.586427862,7.053845579,8.016945947,4.416276225,8.430356227,7.75333567,4.773955846,7.114039351,5.21169994
ATP5S,40027_at,7.180274914,6.378159823,6.383561531,6.808396549,6.758672677,7.147083355,4.815047505,4.70704089,7.4126105,6.955939992,7.155288102,6.877611838,5.929954898,5.869579097,6.312026341,6.615065789,6.250734347,7.131031808
C1orf105,40028_at,4.066249013,4.117467396,6.778131895,3.502928018,7.711042246,3.735082829,5.25825804,4.75009957,2.938549808,3.858376147,3.949601346,3.134900073,4.547557108,4.672849735,6.250437487,3.875698286,3.644228987,5.933179692
MEGF6,40029_at,4.65614352,4.37978101,4.505231447,3.706719389,4.449606796,3.901458681,5.132565337,4.797886259,3.975578759,4.547256151,3.586140707,3.863406672,4.725813441,4.110990943,4.427915594,4.073812886,4.332054156,4.303481813
PRKY,40030_at,6.993475223,7.512685701,7.60614648,7.844590587,6.340990032,7.512158288,7.781126844,7.395422546,7.037256064,7.044131723,6.351151554,6.213685022,7.679538112,7.382972992,6.624511563,7.224053546,7.815681729,6.684225104
ALDH3A1,40031_at,4.226063046,6.139915149,7.376093601,5.392534514,6.945400492,6.516123393,6.950627235,6.084129034,5.702377593,5.852310441,6.362740886,5.094749518,6.555955893,6.037858888,5.583666262,6.607484393,5.92092203,6.173589496
URB2,40032_at,6.537406225,5.748324149,5.842834517,7.029287103,5.818624822,6.604973078,8.815028046,7.553563832,6.652926408,6.624275732,6.9198835,6.599111815,6.594695189,7.065643771,7.236097061,7.090950686,7.285634024,6.540108217
MAPK11,40033_at,7.53944446,7.027998168,7.460772001,7.559774851,7.876060826,7.588266121,8.509500229,8.747524943,7.894184499,7.442770283,6.778620305,7.33998384,7.736724345,7.52303367,7.826533024,7.158231273,7.821889359,8.342599791
SCARF1,40034_r_at,2.73198809,1.033354149,3.976846967,3.528487888,3.728297977,4.985470158,0.961525206,4.491290526,0.933700532,1.328090447,4.091996371,2.444605556,2.50917057,5.390025161,4.709561307,3.597973565,3.471119636,1.976623898
KLK11,40035_at,9.378268371,2.808115141,6.518372587,9.026829043,4.236657356,9.216847789,4.700739151,5.773175631,9.028490819,8.849048074,9.337419379,9.625089666,9.017892027,5.897651144,3.806405333,7.348824742,9.226908306,9.90907164
MAGOH,40036_at,6.930195361,6.519648149,5.936465012,6.508903546,5.936738644,6.552555383,6.71462243,4.70704089,6.989222623,6.535067001,6.621822659,6.980415053,6.234846381,5.370595986,6.795063947,5.258778277,5.625115219,4.639368819
XPNPEP2,40037_at,4.390709386,5.281633165,3.539859583,4.029546041,4.774931539,4.233995173,5.784060159,4.959426695,4.329254323,3.890691021,3.724754619,4.238976975,4.932832075,4.315083923,4.690965358,4.45451568,4.300603832,4.250798573
ST7,40038_at,8.183526828,7.927481166,7.850629078,7.829964411,5.989747951,7.607843958,6.214778461,6.297224064,7.954605209,7.694789381,7.950083601,8.277584277,8.357230221,5.659421808,5.509595152,6.890640369,5.935474473,5.514493597
ST7,40039_g_at,7.690462651,7.416746614,7.206324,7.685688676,7.436981723,7.683035138,7.076925219,5.489879295,7.603152897,7.514197193,7.459474416,8.013718771,7.013020306,7.135213676,6.317752817,7.087177164,5.735122947,6.739307492
ST7,40040_at,3.474487808,4.612305869,5.877802724,5.910155021,2.694742304,6.031055576,2.97606551,3.122990315,6.432623251,6.239556445,6.188182409,4.120371609,3.574597991,3.37732986,3.609821342,5.716789993,5.006437468,6.077830639
NDC80,40041_at,5.569050867,6.726244446,7.3452609,5.137444182,3.862035695,4.941403629,1.669139224,1.664805751,5.976172298,5.394243421,6.235020843,6.266943058,5.123418993,5.481999167,6.06875287,6.725399534,5.508542732,5.714624478
PRODH,40042_r_at,6.93596776,6.578723098,6.482060459,5.780698919,6.375987296,6.923715916,7.969644373,6.950856585,7.589767808,6.062213918,5.905310089,6.814415885,6.159821796,6.700291251,7.179336608,6.611789347,6.256731262,9.00252946
PRSS3,40043_at,4.850430569,3.034627796,2.957241146,2.942251681,1.996879506,4.985470158,2.763503231,2.854744087,3.149099467,2.50917057,3.340004822,2.467559346,4.553105783,2.579526648,2.5373695,3.559980877,2.860370488,2.644329455
ELL,40044_at,6.056430464,7.156010733,6.648332694,6.787198301,7.69098781,5.360826588,6.078231435,5.882998231,6.62900691,6.654704515,5.496096453,6.1992401,6.780537954,6.984505238,5.595242645,6.964811561,5.92092203,7.479451687
C18orf1,40045_g_at,6.243449935,7.148274393,5.985996712,6.578952516,6.609292889,6.758990602,7.009948652,7.065643771,6.214778461,6.889670524,6.291266317,6.80706371,7.797339851,6.45496915,6.355048156,6.871998795,7.051673668,6.706772943
C18orf1,40046_r_at,6.229957114,7.06011257,4.970259492,5.160142542,5.136500759,5.86723216,1.434398892,5.471753465,4.964408593,7.33709876,4.811870539,5.380126457,7.16779544,6.077505029,5.209422765,5.870145758,6.123963439,5.611677487
RNF41,40047_at,7.404163788,8.547137018,7.293315343,8.64147592,7.267941813,8.484209953,5.821747997,7.074394906,9.157086044,8.542448115,8.873954625,9.037283378,7.051673668,7.550379921,7.851757347,8.335986509,7.690636472,8.961056961
PUM1,40048_at,8.485354555,8.386382665,8.322735537,8.356077983,8.038986873,8.316599321,6.694113738,7.46308223,8.188042227,8.431489191,8.558930639,8.362017511,8.899498366,8.175305141,8.352845015,8.270617045,8.069584885,7.290687653
DAPK1,40049_at,5.459551276,5.247356812,6.107509692,6.281177969,4.631018374,4.284373509,4.632229291,5.868281137,5.213856998,5.659691677,5.713253108,5.215900622,4.547557108,5.775338241,5.687706206,4.635672094,4.637727007,5.600309983
CBFA2T2,40050_at,7.34076642,7.599671261,6.618231968,7.509144902,6.761960746,7.909062911,6.879337065,7.079839028,8.388782355,7.270791958,7.734530385,8.678350944,7.471135463,6.980792241,6.864016895,8.351026433,7.483348014,8.539893205
TRAM2,40051_at,6.712068029,7.608251212,8.347643585,7.328854765,7.925611624,7.583270399,7.776442279,8.375992292,7.609006334,6.879337065,7.246469821,6.756393961,7.593046443,7.493252481,7.810138393,7.568592165,7.556184332,6.717641066
ACTR1A,40052_at,7.938030373,8.694874438,8.787366376,8.243813491,8.803249497,8.110903995,8.327999743,8.4025777,8.436892588,8.065574702,7.9418921,8.056005252,8.571159055,8.676912279,8.732716823,8.648789323,8.233853021,8.338441647
ERP44,40053_at,2.699406776,3.975578759,2.400381057,5.254655206,2.650587625,5.587522241,1.918744383,2.837615703,4.82319426,3.39477435,3.698785398,6.213685022,5.200335274,2.636936537,3.40568368,5.295850123,4.431385208,4.000807495
FTSJD2,40054_at,7.499590783,7.309012986,8.081867726,7.907665618,6.716317544,7.734091601,4.777287127,7.182692725,7.578875283,7.253434009,7.489727541,7.616709215,7.904442663,7.13615576,7.492566294,7.739028623,7.1774093,7.644334542
MMP19,40055_s_at,4.066249013,5.098934734,4.371013721,2.882214752,4.082080598,4.429574953,4.837724165,3.22220477,4.147475693,3.836067454,3.031498866,3.584707087,4.245926444,4.194886131,4.274803414,4.301785273,3.98832338,3.945734902
SLC35B1,40056_at,7.238648801,6.825738652,5.194047451,6.382529876,7.493252481,7.405569817,5.844996924,6.252534024,7.013772455,7.236652467,7.393611285,7.657354376,6.737890111,6.772827158,7.141743073,7.313721154,7.098853969,6.32612341
PYGM,40057_at,6.930195361,7.718099177,9.514583027,4.467228665,11.01267736,4.855110397,4.60064245,5.729856721,6.054013123,6.137011156,6.400355184,6.32612341,7.312276358,11.06006943,9.693659434,7.497980561,6.864920785,7.435607825
PDLIM5,40058_s_at,6.17821044,5.920730311,8.9382263,6.852531202,9.804933291,6.776331218,7.807575584,6.801855431,6.072428035,6.378640022,6.650183517,6.333272108,4.992266792,10.98124698,9.624686368,6.798594688,5.615267893,6.615312026
PDLIM5,40059_r_at,5.32557141,5.429508711,7.260723882,5.684480431,7.826037835,4.110724663,5.381481683,5.694902718,5.189616042,4.825348975,5.015873467,5.52676597,3.776058119,8.560008042,7.461579639,5.354336898,3.574050892,4.537247478
PDLIM5,40060_r_at,5.877443124,7.384475593,7.150603772,8.640108182,5.911288113,9.060782066,6.191839771,6.625915363,8.482547588,7.256528279,8.170239163,8.306110253,6.473970303,5.450457516,6.745477076,8.763078732,6.041441136,6.604210694
PLAGL2,40061_at,6.435357527,6.341904243,5.903895029,6.695809258,6.663147403,6.7969226,7.673043918,6.667387905,6.661225035,6.700004558,7.155288102,6.643133755,6.206370268,6.948869649,6.442694818,6.906093975,6.55025543,5.996337302
MYL4,40062_s_at,2.572037576,2.184522708,5.076138916,1.930391595,6.746094435,1.20598212,2.456508305,2.029748996,3.366946139,2.027431074,3.516817514,3.183876192,1.726766787,2.527158155,2.393642335,1.769531844,3.548086983,2.544224545
CALCOCO2,40063_at,8.71628923,9.971224783,9.373092331,9.715535335,8.940595048,9.401026384,8.14692842,8.924263377,9.190197741,9.368963082,9.717468281,9.761399831,9.677491562,9.264162233,9.18592649,9.711200079,8.759963924,8.684376874
TRAK2,40064_at,6.851421643,8.561284822,7.857176122,7.408399038,7.864500505,7.224053546,6.173261472,7.390630433,7.142277712,6.992675534,7.145792631,7.551146403,7.017079459,7.883361764,7.669523455,7.67257495,6.621300799,7.155793407
DLG1,40065_s_at,1.083061666,3.034627796,5.023232983,4.928024242,4.752233285,4.672534804,2.223241279,4.732208203,3.49159403,4.765338916,4.724987542,4.726086524,3.715965629,4.210769739,0.642234964,3.384859864,2.246269098,3.842976685
UBA3,40066_at,6.820727092,7.537319323,6.820905128,6.920589309,7.260508891,7.012898784,6.048119223,6.737739287,6.802099523,7.178794598,6.91850408,7.11841195,6.48309053,6.491504872,6.815697125,6.304625088,6.383856108,6.744379344
ELF1,40067_at,6.336596014,5.947520402,5.304808217,6.144467681,1.133744435,5.971880925,6.014328447,5.401526803,5.720731783,5.808365672,6.50027383,6.003753237,6.486140401,4.246631365,5.422315051,6.049038224,5.681493846,5.516712863
STX5,40068_at,7.736398034,7.393445936,7.400244702,8.323047015,6.002501134,7.982061115,5.2390362,6.515707768,8.187134372,8.008096189,7.985141094,7.872716392,7.479660471,7.15763711,7.017977037,6.846968803,6.778881178,7.570109438
SVIL,40069_at,9.053431,10.97787357,10.96148066,8.656238669,11.08193312,8.348745518,8.944558782,9.467145951,8.999605953,8.571159055,9.29242901,9.139458906,9.750467549,11.65336442,10.84281372,10.77944105,9.501937347,9.659126821
RBM10,40070_at,8.061241181,6.695578909,7.729306425,7.321487951,6.149418126,7.133889112,4.226632334,5.615615495,7.63922807,7.309927479,7.394902576,7.366537139,7.695879408,5.694278998,5.91956281,7.648085644,7.148499065,6.844171869
CYP1B1,40071_at,8.48349371,8.699459424,8.76719799,8.897545982,7.0141084,8.288619492,5.639550056,7.741066487,7.826037835,8.48349371,8.443888674,7.856966443,9.283728835,6.793919793,8.057398644,9.613363572,8.433883461,8.319115855
MRPS31,40072_at,5.370906369,5.787421777,6.13866585,5.823807181,6.490158935,5.684480431,2.414752905,2.806612189,5.589097854,5.828419695,5.945640649,6.725134351,6.336796826,6.329444615,5.601553743,5.885208749,5.639550056,5.756930573
KIAA0391,40073_at,3.124872233,3.182904669,3.888815197,2.420427313,2.602027137,1.961937076,1.958308163,3.518788867,2.898903789,2.683560447,2.342768861,2.625146182,3.16148392,2.681397302,2.49978897,2.038349672,3.391163806,3.785647035
MTHFD2,40074_at,8.19556655,8.748329044,8.687503996,7.716273558,8.245717021,7.942285337,8.005241997,9.092511663,8.122257415,8.013317908,8.048037784,7.794787121,8.667312215,8.536155134,8.870242258,8.604575915,7.621617638,7.277663962
SYT1,40075_at,4.80681454,6.542207556,6.900811298,6.151891905,5.871142429,5.984660792,5.498391381,5.215563282,5.612835482,6.373057534,6.125075575,5.428554693,6.7969226,5.552265282,6.409927421,5.965477488,6.336796826,5.003293649
TPD52L2,40076_at,7.957595623,8.423944322,8.167897771,8.285424837,7.734342867,8.177165502,8.412114083,8.0958195,8.350792802,8.042192401,8.102498529,8.442413988,8.213204189,8.075814303,8.724313623,8.10155071,8.340204453,8.500316646
ACO1,40077_at,8.292577794,9.171262643,8.100454385,8.634754216,8.51417766,8.560008042,8.479927067,8.429776764,8.737351366,8.219054277,8.788619313,8.45660478,7.870493219,7.997966929,8.408143762,8.411525771,7.554765533,8.266294678
PRSS23,40078_at,9.077710441,10.06684225,8.134271702,8.502246515,9.539856123,8.436892588,4.998084752,9.278182353,8.857532262,8.163105599,8.609936389,7.984279624,8.231512305,8.347337548,8.695396039,9.204350593,9.040081609,8.069299989
AA156240,40079_at,7.28251983,6.196939709,6.51641956,7.128172679,7.150603772,6.588943676,8.10529902,7.948256614,6.586972215,7.304060307,6.774709757,5.700324556,7.279992534,7.035916603,6.562097586,5.952296892,8.219336059,5.991136196
KIAA0090,40080_at,6.253233739,5.069279107,6.476906154,6.27098944,3.261273076,5.327419986,6.534974516,6.159821796,6.545402674,6.056925052,6.623075077,7.457306029,6.541370838,5.951081333,6.782114307,6.625082525,6.587212247,6.843475215
PLTP,40081_at,9.242599455,9.62428307,8.561791836,8.640108182,10.57614044,8.418173695,9.047849432,10.00222986,9.037283378,9.268753424,9.059700049,8.672027659,9.40679336,9.67623712,10.11399758,8.864317242,9.30334777,8.899087577
ACSL1,40082_at,8.599478644,7.134030516,7.723890086,9.224786313,6.909919421,9.047143257,4.672849735,6.359934122,8.836018969,8.85386625,8.93625479,9.540936676,7.773512904,7.512685701,7.547557766,8.244675805,7.659591256,8.587720066
SETX,40083_at,7.929590795,7.37504301,8.114654036,7.841656652,7.69098781,7.746790276,7.911633158,7.481914946,7.366537139,8.175055077,7.911633158,7.598140421,7.830542603,7.787716405,7.71956453,7.996957236,8.067420029,8.134515969
